|HIP 36773 |07 33 47.9679|-14 31 26.044| 4.82|
|HIP 110386|22 21 31.0713|+12 12 18.621| 4.82|
|HIP 78554 |16 02 17.6891|+22 48 15.824| 4.82|
|HIP 111123|22 30 38.8150|-10 40 40.390| 4.82|
|HIP 104019|21 04 24.3246|-19 51 17.752| 4.82|
|HIP 90344 |18 25 58.9879|+65 33 48.767| 4.82|
|HIP 31827 |06 39 16.7164|-14 08 44.688| 4.82|
|HIP 92782 |18 54 23.7663|+71 17 49.522| 4.82|
|HIP 50799 |10 22 19.6060|-41 39 00.388| 4.82|
|HIP 24340 |05 13 25.7316|+38 29 04.826| 4.82|
|HIP 9095  |01 57 09.9929|-47 23 07.075| 4.82|
|HIP 60710 |12 26 31.7882|-51 27 02.201| 4.82|
|HIP 51459 |10 30 37.7643|+55 58 50.223| 4.82|
|HIP 66458 |13 37 27.6969|+36 17 41.427| 4.82|
|HIP 83262 |17 01 03.6255|-04 13 20.835| 4.82|
|HIP 82321 |16 49 14.1993|+45 59 00.412| 4.82|
|HIP 80179 |16 22 04.4400|+01 01 44.120| 4.82|
|HIP 42726 |08 42 25.4104|-53 06 50.546| 4.83|
|HIP 93174 |18 58 43.4740|-37 06 25.519| 4.83|
|HIP 35210 |07 16 36.8369|-23 18 56.166| 4.83|
|HIP 74449 |15 12 49.6047|-44 30 01.295| 4.83|
|HIP 80704 |16 28 38.5249|+41 52 54.086| 4.83|
|HIP 40945 |08 21 23.0343|-33 03 15.739| 4.83|
|HIP 73695 |15 03 47.6818|+47 39 14.451| 4.83|
|HIP 12390 |02 39 33.7317|-11 52 17.694| 4.83|
|HIP 63724 |13 03 33.3479|-49 31 38.051| 4.83|
|HIP 92088 |18 46 04.4681|+26 39 43.454| 4.83|
|HIP 4292  |00 55 00.1930|+58 58 22.068| 4.83|
|HIP 6813  |01 27 39.0851|+45 24 25.030| 4.83|
|HIP 12876 |02 45 32.5326|-67 37 00.206| 4.83|
|HIP 34495 |07 08 51.0764|-39 39 20.425| 4.83|
|HIP 83574 |17 04 49.3511|-34 07 22.521| 4.83|
|HIP 93026 |18 57 03.6341|-05 50 46.371| 4.83|
|HIP 19740 |04 13 56.3909|+09 15 50.034| 4.84|
|HIP 10644 |02 17 02.4176|+34 13 29.387| 4.84|
|HIP 7007  |01 30 10.9430|+06 08 38.159| 4.84|
|HIP 81660 |16 40 55.1194|+64 35 20.708| 4.84|
|HIP 26777 |05 41 17.7154|+16 32 03.059| 4.84|
|HIP 10340 |02 13 13.3408|+44 13 54.081| 4.84|
|HIP 15457 |03 19 21.5389|+03 22 11.894| 4.84|
|HIP 53807 |11 00 33.6395|+03 37 03.121| 4.84|
|HIP 37297 |07 39 27.3540|-38 18 29.017| 4.84|
|HIP 57328 |11 45 17.0048|+08 15 29.429| 4.84|
|HIP 42134 |08 35 19.6482|-58 00 33.461| 4.84|
|HIP 114104|23 06 36.8098|+59 25 11.153| 4.84|
|HIP 81008 |16 32 36.3983|+11 29 17.642| 4.84|
|HIP 70027 |14 19 45.3208|+16 18 24.484| 4.84|
|HIP 98353 |19 58 57.1763|-26 11 44.979| 4.84|
|HIP 112203|22 43 29.9687|-41 24 50.826| 4.84|
|HIP 112374|22 45 37.8521|-53 30 00.587| 4.84|
|HIP 82020 |16 45 17.7897|+56 46 54.074| 4.84|
|HIP 93148 |18 58 27.7552|-52 56 18.987| 4.85|
|HIP 15416 |03 18 43.8239|+34 13 21.625| 4.85|
|HIP 87846 |17 56 47.4256|-44 20 31.915| 4.85|
|HIP 36431 |07 29 51.4141|-23 01 27.477| 4.85|
|HIP 89918 |18 20 52.0621|+03 22 37.721| 4.85|
|HIP 74837 |15 17 38.8878|-63 36 37.752| 4.85|
|HIP 64408 |13 12 03.4668|-37 48 11.290| 4.85|
|HIP 49712 |10 08 56.2537|-51 48 40.543| 4.85|
|HIP 14862 |03 11 56.2385|+74 23 37.928| 4.85|
|HIP 91918 |18 44 19.3595|-35 38 30.916| 4.86|
|HIP 51808 |10 35 05.5884|+75 42 46.743| 4.86|
|HIP 81497 |16 38 44.8880|+48 55 41.799| 4.86|
|HIP 64820 |13 17 13.0350|-66 47 00.321| 4.86|
|HIP 109068|22 05 40.6920|+05 03 29.824| 4.86|
|HIP 71832 |14 41 38.7565|+08 09 42.322| 4.86|
|HIP 86736 |17 43 25.8550|-21 40 59.108| 4.86|
|HIP 92761 |18 54 10.1753|-22 44 41.353| 4.86|
|HIP 2210  |00 27 55.7127|-33 00 25.361| 4.86|
|HIP 81122 |16 34 05.0203|-44 02 43.111| 4.86|
|HIP 101773|20 37 35.2397|-61 31 47.079| 4.86|
|HIP 94643 |19 15 32.3972|-25 15 23.784| 4.86|
|HIP 80181 |16 22 05.8901|+30 53 30.243| 4.86|
|HIP 70327 |14 23 22.7401|+08 26 47.905| 4.86|
|HIP 85829 |17 32 15.8790|+55 10 22.104| 4.86|
|HIP 15382 |03 18 22.0956|-22 30 40.139| 4.86|
|HIP 42483 |08 39 42.4907|-29 33 39.103| 4.86|
|HIP 32438 |06 46 14.1527|+59 26 30.088| 4.86|
|HIP 48559 |09 54 12.4385|-25 55 56.935| 4.87|
|HIP 15110 |03 14 54.1148|+21 02 40.663| 4.87|
|HIP 97290 |19 46 21.8192|-19 45 39.221| 4.87|
|HIP 52736 |10 46 51.2442|-64 23 00.589| 4.87|
|HIP 42662 |08 41 43.3340|-15 56 35.335| 4.87|
|HIP 19777 |04 14 23.6932|-10 15 21.200| 4.87|
|HIP 106551|21 34 46.4774|+38 32 01.777| 4.87|
|HIP 12093 |02 35 52.4890|+05 35 35.886| 4.87|
|HIP 6411  |01 22 20.3930|+45 31 43.524| 4.87|
|HIP 34899 |07 13 13.3711|-45 10 57.089| 4.87|
|HIP 43825 |08 55 31.5156|-27 40 53.853| 4.87|
|HIP 51979 |10 37 13.7988|-27 24 45.672| 4.87|
|HIP 58484 |11 59 37.6913|-78 13 18.546| 4.88|
|HIP 27468 |05 49 00.9595|+24 34 03.197| 4.88|
|HIP 35412 |07 18 40.3808|-24 33 31.347| 4.88|
|HIP 118209|23 58 40.4106|-03 33 20.907| 4.88|
|HIP 94820 |19 17 38.0856|-18 57 10.376| 4.88|
|HIP 82860 |16 56 01.3595|+65 08 04.819| 4.88|
|HIP 96341 |19 35 12.9938|-48 05 56.798| 4.88|
|HIP 117301|23 47 03.3867|+58 39 06.666| 4.88|
|HIP 11345 |02 25 57.0123|-12 17 25.627| 4.88|
|HIP 91845 |18 43 31.2402|-08 16 30.875| 4.88|
|HIP 87936 |17 57 47.8065|-41 42 58.530| 4.88|
|HIP 61960 |12 41 53.0076|+10 14 09.035| 4.88|
|HIP 118243|23 59 00.5297|+55 45 17.786| 4.88|
|HIP 63462 |13 00 16.4855|+30 47 06.132| 4.88|
|HIP 27810 |05 53 06.8844|-33 48 05.182| 4.88|
|HIP 25539 |05 27 38.0840|+21 56 13.136| 4.88|
|HIP 111841|22 39 15.6789|+39 03 01.019| 4.89|
|HIP 37265 |07 39 09.9564|+34 35 04.678| 4.89|
|HIP 69896 |14 18 13.9705|-81 00 27.365| 4.89|
|HIP 57443 |11 46 32.2470|-40 30 04.804| 4.89|
|HIP 97118 |19 44 16.5516|+37 21 15.371| 4.89|
|HIP 62886 |12 53 17.7708|+21 14 42.074| 4.89|
|HIP 22453 |04 49 54.6665|+37 29 17.453| 4.89|
|HIP 25302 |05 24 44.8265|+01 50 47.206| 4.89|
|HIP 37908 |07 46 07.4937|+18 30 36.608| 4.89|
|HIP 85819 |17 32 10.4180|+55 11 02.799| 4.89|
|HIP 115990|23 30 01.9195|+58 32 56.075| 4.89|
|HIP 27511 |05 49 32.9435|+12 39 04.917| 4.89|
|HIP 910   |00 11 15.9082|-15 28 02.362| 4.89|
|HIP 51523 |10 31 22.2348|-53 42 57.574| 4.89|
|HIP 83613 |17 05 22.6602|+12 44 27.077| 4.89|
|HIP 52009 |10 37 33.2475|-13 23 04.023| 4.89|
|HIP 102831|20 49 58.0795|-33 46 46.824| 4.89|
|HIP 57851 |11 51 51.2729|-65 12 21.220| 4.89|
|HIP 64583 |13 14 15.4281|-59 06 10.294| 4.90|
|HIP 26885 |05 42 28.6644|+01 28 28.794| 4.90|
|HIP 6670  |01 25 37.2093|-14 35 55.516| 4.90|
|HIP 97679 |19 51 04.0936|+22 36 36.312| 4.90|
|HIP 102790|20 49 28.9292|-46 13 36.813| 4.90|
|HIP 78655 |16 03 24.2026|-38 36 08.896| 4.90|
|HIP 78821 |16 05 26.5752|-19 48 06.631| 4.90|
|HIP 33485 |06 57 37.1250|+45 05 38.767| 4.90|
|HIP 3801  |00 48 49.9933|+50 58 05.490| 4.90|
|HIP 62683 |12 50 41.1870|-33 59 57.364| 4.90|
|HIP 80686 |16 28 27.8012|-70 05 04.812| 4.90|
|HIP 23835 |05 07 26.6761|+18 38 42.026| 4.91|
|HIP 34752 |07 11 39.2924|+39 19 13.957| 4.91|
|HIP 61966 |12 41 56.5968|-59 41 08.919| 4.91|
|HIP 21139 |04 31 52.6695|-00 02 38.368| 4.91|
|HIP 23362 |05 01 25.5579|-20 03 06.771| 4.91|
|HIP 66257 |13 34 47.7463|+37 10 56.779| 4.91|
|HIP 83608 |17 05 20.1823|+54 28 11.507| 4.91|
|HIP 74604 |15 14 37.3259|-31 31 08.852| 4.91|
|HIP 30093 |06 19 59.6044|-02 56 40.165| 4.91|
|HIP 73473 |15 00 58.3877|-08 31 08.166| 4.91|
|HIP 101101|20 29 38.9587|-02 53 07.715| 4.91|
|HIP 81724 |16 41 34.3963|-17 44 31.793| 4.91|
|HIP 98055 |19 55 37.8223|+52 26 20.484| 4.91|
|HIP 12623 |02 42 14.9288|+40 11 39.793| 4.91|
|HIP 101692|20 36 43.6270|-02 32 59.705| 4.91|
|HIP 113186|22 55 13.6243|+08 48 57.943| 4.91|
|HIP 34622 |07 10 13.6819|-04 14 15.488| 4.91|
|HIP 52085 |10 38 35.0131|-16 52 35.893| 4.91|
|HIP 111310|22 33 00.0126|-61 58 55.463| 4.91|
|HIP 54204 |11 05 20.0326|-27 17 36.944| 4.92|
|HIP 60697 |12 26 24.0737|+27 16 05.746| 4.92|
|HIP 72104 |14 44 59.1951|-35 11 30.554| 4.92|
|HIP 28816 |06 04 59.1326|-16 29 03.938| 4.92|
|HIP 30520 |06 24 53.9020|+49 17 16.437| 4.92|
|HIP 45439 |09 15 36.7617|-38 34 11.704| 4.92|
|HIP 28574 |06 01 50.4258|-10 35 52.581| 4.92|
|HIP 90830 |18 31 45.4361|-45 54 53.077| 4.92|
|HIP 66200 |13 34 07.9053|+03 39 32.490| 4.92|
|HIP 75379 |15 24 11.9301|-10 19 18.821| 4.92|
|HIP 102388|20 44 52.5232|+25 16 15.774| 4.92|
|HIP 9061  |01 56 40.1587|-22 31 36.162| 4.92|
|HIP 36547 |07 31 04.4802|+82 24 41.647| 4.92|
|HIP 34059 |07 03 53.6560|-49 35 03.327| 4.92|
|HIP 92689 |18 53 13.5413|+50 42 29.840| 4.92|
|HIP 88726 |18 06 49.8845|-43 25 29.862| 4.92|
|HIP 67480 |13 49 42.8199|+21 15 50.631| 4.92|
|HIP 89861 |18 20 17.9036|+21 57 41.187| 4.92|
|HIP 99770 |20 14 31.9825|+36 48 22.087| 4.93|
|HIP 99303 |20 09 25.6167|+36 50 22.524| 4.93|
|HIP 56280 |11 32 16.4175|-29 15 40.945| 4.93|
|HIP 39079 |07 59 44.1847|-03 40 46.482| 4.93|
|HIP 20252 |04 20 24.6560|+34 34 00.272| 4.93|
|HIP 19990 |04 17 15.6862|+20 34 43.465| 4.93|
|HIP 99120 |20 07 23.1686|-52 52 50.915| 4.93|
|HIP 69269 |14 10 50.4835|-16 18 07.213| 4.93|
|HIP 96483 |19 36 53.4486|-07 01 38.894| 4.93|
|HIP 36942 |07 35 39.7002|-52 32 01.709| 4.93|
|HIP 117073|23 43 59.4380|+29 21 41.590| 4.93|
|HIP 56986 |11 40 53.6527|-62 05 24.374| 4.93|
|HIP 102571|20 47 10.7244|+34 22 26.772| 4.93|
|HIP 73996 |15 07 17.9471|+24 52 10.535| 4.93|
|HIP 23179 |04 59 15.3754|+37 53 25.737| 4.93|
|HIP 19515 |04 10 50.4330|-41 59 37.468| 4.93|
|HIP 59847 |12 16 20.5552|+23 56 43.524| 4.93|
|HIP 37609 |07 43 00.4577|+58 42 37.753| 4.93|
|HIP 47592 |09 42 14.6715|-23 54 58.351| 4.93|
|HIP 79375 |16 12 00.0016|-10 03 51.067| 4.93|
|HIP 72631 |14 51 01.0201|-02 17 55.860| 4.93|
|HIP 62763 |12 51 41.9278|+27 32 26.642| 4.93|
|HIP 63503 |13 00 43.5858|+56 21 58.793| 4.93|
|HIP 114939|23 16 50.9505|-07 43 35.278| 4.93|
|HIP 43937 |08 56 58.4271|-59 13 45.692| 4.93|
|HIP 80650 |16 27 59.0532|+68 46 04.998| 4.94|
|HIP 33357 |06 56 15.9891|-48 43 16.192| 4.94|
|HIP 99742 |20 14 16.5856|+15 11 50.884| 4.94|
|HIP 51495 |10 31 02.0746|-73 13 17.432| 4.94|
|HIP 101138|20 30 03.5318|+48 57 05.581| 4.94|
|HIP 64166 |13 09 03.2830|-23 07 04.702| 4.94|
|HIP 35727 |07 22 13.5300|-19 00 59.704| 4.94|
|HIP 48615 |09 54 52.2371|-19 00 33.371| 4.94|
|HIP 39424 |08 03 31.0992|+27 47 39.905| 4.94|
|HIP 13905 |02 59 03.7098|+35 10 59.211| 4.94|
|HIP 50933 |10 24 07.8588|+65 33 59.305| 4.94|
|HIP 93279 |19 00 00.8214|+32 08 43.766| 4.94|
|HIP 64540 |13 13 42.9815|+40 09 10.252| 4.94|
|HIP 109422|22 10 08.4835|-32 32 54.386| 4.94|
|HIP 10280 |02 12 22.3239|+30 18 11.574| 4.94|
|HIP 43347 |08 49 47.6483|-45 18 28.475| 4.94|
|HIP 115738|23 26 55.9053|+01 15 21.015| 4.95|
|HIP 79822 |16 17 30.5010|+75 45 16.934| 4.95|
|HIP 61384 |12 34 44.0653|+70 01 18.383| 4.95|
|HIP 3414  |00 43 28.0907|+47 01 28.692| 4.95|
|HIP 78207 |15 58 11.3763|-14 16 45.544| 4.95|
|HIP 79509 |16 13 28.7343|-54 37 49.486| 4.95|
|HIP 117245|23 46 23.5369|+03 29 12.738| 4.95|
|HIP 6242  |01 20 04.9177|+58 13 53.818| 4.95|
|HIP 29434 |06 12 03.2761|+16 07 49.609| 4.95|
|HIP 26736 |05 40 50.7158|-01 07 43.628| 4.95|
|HIP 98608 |20 01 44.7223|-59 22 32.981| 4.95|
|HIP 98068 |19 55 51.7612|+38 29 12.134| 4.95|
|HIP 18505 |03 57 25.4355|+63 04 20.098| 4.95|
|HIP 112917|22 52 01.9473|+43 18 44.514| 4.95|
|HIP 55945 |11 27 56.2299|+02 51 22.647| 4.95|
|HIP 78650 |16 03 20.6670|-25 51 54.536| 4.96|
|HIP 24822 |05 19 16.5898|+22 05 48.088| 4.96|
|HIP 67494 |13 49 52.3445|-18 08 02.674| 4.96|
|HIP 11918 |02 33 50.7124|-28 13 56.424| 4.96|
|HIP 78180 |15 57 47.5929|+54 44 58.213| 4.96|
|HIP 88657 |18 06 01.9087|+22 13 08.011| 4.96|
|HIP 27949 |05 54 50.7859|+55 42 24.858| 4.96|
|HIP 115590|23 24 50.2470|+62 16 58.220| 4.96|
|HIP 89172 |18 11 54.1669|+31 24 19.038| 4.96|
|HIP 7918  |01 41 46.5157|+42 36 49.705| 4.96|
|HIP 20877 |04 28 26.3651|+16 21 34.664| 4.96|
|HIP 7818  |01 40 34.8042|+40 34 37.582| 4.96|
|HIP 89153 |18 11 43.3280|-23 42 04.204| 4.96|
|HIP 15648 |03 21 26.6071|+43 19 46.746| 4.96|
|HIP 28010 |05 55 29.8904|-37 07 14.194| 4.97|
|HIP 116310|23 33 57.1533|+31 19 31.159| 4.97|
|HIP 9009  |01 56 00.0038|+68 41 06.956| 4.97|
|HIP 50847 |10 22 58.1793|-66 54 05.491| 4.97|
|HIP 18772 |04 01 18.0711|-61 04 44.585| 4.97|
|HIP 117221|23 46 02.0389|+46 25 13.047| 4.97|
|HIP 60172 |12 20 21.1526|+03 18 45.817| 4.97|
|HIP 79790 |16 17 00.9355|-50 04 05.204| 4.97|
|HIP 38538 |07 53 29.8365|+26 45 57.091| 4.97|
|HIP 20250 |04 20 21.2348|+27 21 03.386| 4.97|
|HIP 116758|23 39 47.0368|-14 13 19.354| 4.97|
|HIP 76742 |15 40 16.9053|-23 49 05.010| 4.97|
|HIP 5862  |01 15 10.5677|-45 31 55.550| 4.97|
|HIP 70753 |14 28 10.4433|-29 29 29.687| 4.97|
|HIP 17313 |03 42 22.6435|+33 57 54.140| 4.97|
|HIP 83430 |17 03 07.8560|+14 05 31.561| 4.97|
|HIP 65721 |13 28 25.9504|+13 46 48.676| 4.97|
|HIP 7999  |01 42 43.5169|-03 41 24.421| 4.98|
|HIP 53824 |11 00 44.8323|+06 06 05.412| 4.98|
|HIP 26235 |05 35 22.8998|-05 24 57.828| 4.98|
|HIP 95066 |19 20 32.8382|-05 24 57.150| 4.98|
|HIP 26220 |05 35 15.8230|-05 23 14.335| 4.98|
|HIP 60746 |12 26 59.3041|+26 49 32.598| 4.98|
|HIP 23783 |05 06 40.6583|+51 35 53.315| 4.98|
|HIP 42509 |08 40 01.5194|-12 28 31.348| 4.98|
|HIP 13884 |02 58 47.7660|-64 04 16.670| 4.98|
|HIP 78493 |16 01 26.5906|+29 51 03.882| 4.98|
|HIP 98073 |19 55 55.3883|+58 50 45.671| 4.98|
|HIP 10053 |02 09 25.2861|+25 56 23.902| 4.98|
|HIP 90156 |18 23 54.6489|+58 48 02.107| 4.98|
|HIP 92951 |18 56 14.6129|+04 12 07.404| 4.98|
|HIP 37379 |07 40 23.2120|-15 15 49.867| 4.98|
|HIP 76041 |15 31 46.9923|+40 53 57.728| 4.98|
|HIP 57696 |11 49 56.6271|-70 13 32.829| 4.98|
|HIP 45085 |09 11 04.4026|-44 52 04.484| 4.99|
|HIP 36041 |07 25 38.8987|+09 16 34.026| 4.99|
|HIP 59856 |12 16 30.1748|+33 03 42.475| 4.99|
|HIP 98842 |20 04 19.5630|-32 03 22.570| 4.99|
|HIP 89348 |18 13 53.3585|+64 23 49.918| 4.99|
|HIP 17304 |03 42 14.8991|-31 56 18.225| 4.99|
|HIP 16147 |03 28 03.0501|+49 03 46.553| 4.99|
|HIP 9505  |02 02 18.0742|+54 29 15.178| 4.99|
|HIP 32844 |06 50 45.9632|+41 46 53.636| 4.99|
|HIP 18488 |03 57 08.2927|+61 06 32.101| 4.99|
|HIP 66821 |13 41 44.8148|-54 33 33.716| 4.99|
|HIP 355   |00 04 30.1224|-10 30 34.180| 4.99|
|HIP 113288|22 56 25.9987|+49 44 00.783| 4.99|
|HIP 75206 |15 22 08.3941|-47 55 38.891| 4.99|
|HIP 44659 |09 05 58.3778|+05 05 32.433| 4.99|
|HIP 25142 |05 22 50.0013|+03 32 40.013| 4.99|
|HIP 40259 |08 13 19.9750|-15 47 17.572| 4.99|
|HIP 21644 |04 38 53.5937|-12 07 23.082| 4.99|
|HIP 78323 |15 59 30.2958|-41 44 39.826| 4.99|
|HIP 32855 |06 50 52.3493|-34 22 02.354| 4.99|
|HIP 46771 |09 31 56.7923|+11 18 00.111| 4.99|
|HIP 69389 |14 12 15.8304|+02 24 34.186| 4.99|
|HIP 75312 |15 23 12.2263|+30 17 17.668| 4.99|
|HIP 109289|22 08 25.9281|-34 02 37.396| 4.99|
|HIP 33971 |07 02 54.7795|-04 14 21.257| 4.99|
|HIP 95372 |19 24 07.5718|+29 37 16.720| 4.99|
|HIP 55560 |11 22 49.6138|+43 28 57.852| 4.99|
|HIP 115115|23 18 57.6509|-09 36 38.632| 4.99|
|HIP 97295 |19 46 25.5839|+33 43 43.277| 5.00|
|HIP 79043 |16 08 04.5465|+17 02 49.177| 5.00|
|HIP 76008 |15 31 25.0542|+77 20 57.620| 5.00|
|HIP 88060 |17 59 05.2798|-30 15 10.817| 5.00|
|HIP 57175 |11 43 31.1998|-62 29 21.835| 5.00|
|HIP 94490 |19 13 55.1647|+57 42 18.919| 5.00|
|HIP 35384 |07 18 31.9790|+49 27 53.086| 5.00|
|HIP 93408 |19 01 26.3597|+46 56 06.078| 5.00|
|HIP 118121|23 57 34.9717|-64 17 53.097| 5.00|
|HIP 92845 |18 55 07.0720|-22 40 16.512| 5.00|
|HIP 33345 |06 56 06.6468|-14 02 36.407| 5.00|
|HIP 47205 |09 37 12.7085|+06 50 08.791| 5.00|
|HIP 55588 |11 23 12.7023|-36 09 53.164| 5.00|
|HIP 29735 |06 15 44.8788|-13 43 06.193| 5.00|
|HIP 25278 |05 24 25.3103|+17 23 00.787| 5.00|
|HIP 19018 |04 04 27.1637|+59 09 19.829| 5.00|
|HIP 96275 |19 34 34.8880|+19 46 24.231| 5.00|
|HIP 88788 |18 07 28.7384|+43 27 43.317| 5.00|
|HIP 29034 |06 07 31.6321|-37 15 10.516| 5.00|
|HIP 60646 |12 25 50.9971|+39 01 07.315| 5.01|
|HIP 36429 |07 29 48.7812|+27 54 58.317| 5.01|
|HIP 841   |00 10 19.2420|+46 04 20.176| 5.01|
|HIP 60998 |12 30 06.7613|+69 12 04.539| 5.01|
|HIP 52425 |10 43 04.0394|+69 04 34.483| 5.01|
|HIP 60059 |12 18 59.8285|-55 08 34.711| 5.01|
|HIP 24504 |05 15 24.4117|+32 41 15.252| 5.01|
|HIP 7719  |01 39 21.0191|+44 23 10.062| 5.01|
|HIP 29919 |06 17 54.8320|+61 30 55.052| 5.01|
|HIP 42088 |08 34 43.6088|-49 56 39.287| 5.01|
|HIP 38423 |07 52 15.8031|-34 42 21.676| 5.01|
|HIP 84833 |17 20 18.8657|+18 03 25.978| 5.01|
|HIP 97496 |19 48 58.6488|+19 08 31.121| 5.01|
|HIP 98258 |19 57 57.0203|-15 29 28.545| 5.01|
|HIP 2219  |00 28 02.8446|+17 53 35.070| 5.01|
|HIP 23430 |05 02 09.7660|-26 16 29.436| 5.01|
|HIP 29353 |06 11 15.0151|-65 35 22.938| 5.01|
|HIP 56862 |11 39 29.6330|-65 23 51.896| 5.01|
|HIP 46950 |09 34 08.8013|-51 15 19.015| 5.01|
|HIP 95477 |19 25 16.4506|-24 30 30.416| 5.02|
|HIP 89981 |18 21 32.6848|+49 07 17.290| 5.02|
|HIP 87234 |17 49 26.9369|+76 57 44.201| 5.02|
|HIP 25292 |05 24 39.1421|+37 23 07.351| 5.02|
|HIP 68103 |13 56 34.1626|+27 29 31.914| 5.02|
|HIP 91975 |18 44 49.9330|+02 03 36.270| 5.02|
|HIP 53426 |10 55 44.4626|+33 30 25.185| 5.02|
|HIP 74793 |15 17 05.8816|+71 49 25.962| 5.02|
|HIP 46880 |09 33 12.4725|-21 06 56.733| 5.02|
|HIP 72800 |14 52 51.0889|-37 48 11.219| 5.02|
|HIP 107608|21 47 44.1733|-30 53 53.901| 5.02|
|HIP 20901 |04 28 50.1011|+13 02 51.501| 5.02|
|HIP 87212 |17 49 04.3338|+50 46 49.961| 5.02|
|HIP 51635 |10 32 56.8807|-47 00 12.129| 5.02|
|HIP 93057 |18 57 20.4777|-20 39 22.804| 5.02|
|HIP 41639 |08 29 27.4880|-44 43 29.380| 5.03|
|HIP 82504 |16 51 45.2554|+24 39 23.111| 5.03|
|HIP 37891 |07 45 56.8767|-14 33 49.753| 5.03|
|HIP 84671 |17 18 36.9856|+10 51 52.966| 5.03|
|HIP 22479 |04 50 11.5891|-16 13 02.220| 5.03|
|HIP 95261 |19 22 51.1806|-54 25 25.424| 5.03|
|HIP 66803 |13 41 36.8307|-08 42 11.096| 5.03|
|HIP 35226 |07 16 49.4157|-36 35 33.533| 5.03|
|HIP 95937 |19 30 39.8240|-02 47 19.901| 5.03|
|HIP 9836  |02 06 33.9125|+22 38 54.255| 5.03|
|HIP 103200|20 54 33.6372|+28 03 27.474| 5.03|
|HIP 91755 |18 42 37.9562|+55 32 21.842| 5.03|
|HIP 28675 |06 03 15.5611|-26 17 05.102| 5.03|
|HIP 53721 |10 59 28.2158|+40 25 48.442| 5.03|
|HIP 97635 |19 50 37.7337|+52 59 17.400| 5.03|
|HIP 83336 |17 01 52.6493|-32 08 36.245| 5.03|
|HIP 69618 |14 14 57.1639|-57 05 09.871| 5.03|
|HIP 61418 |12 35 07.7625|+18 22 37.204| 5.03|
|HIP 21861 |04 42 03.4463|-37 08 41.158| 5.04|
|HIP 77811 |15 53 20.0608|-20 10 01.179| 5.04|
|HIP 5317  |01 08 00.7185|+43 56 32.068| 5.04|
|HIP 105186|21 18 27.1817|+43 56 45.481| 5.04|
|HIP 74975 |15 19 18.5799|+01 45 59.962| 5.04|
|HIP 58905 |12 04 46.6637|-76 31 09.029| 5.04|
|HIP 64407 |13 12 03.4846|-16 11 52.452| 5.04|
|HIP 29800 |06 16 26.5700|+12 16 18.157| 5.04|
|HIP 35846 |07 23 28.5541|+25 03 02.161| 5.04|
|HIP 32173 |06 43 05.0083|+44 31 28.285| 5.04|
|HIP 74778 |15 16 56.8983|-60 57 26.081| 5.04|
|HIP 106711|21 36 56.9770|+40 24 48.566| 5.04|
|HIP 183   |00 02 19.9142|-29 43 13.613| 5.04|
|HIP 65468 |13 25 07.3604|-74 53 14.990| 5.04|
|HIP 108535|21 59 15.1037|+73 10 49.023| 5.04|
|HIP 37300 |07 39 28.5911|+17 40 28.256| 5.04|
|HIP 111710|22 37 45.4210|-04 13 39.946| 5.04|
|HIP 39690 |08 06 40.3439|-45 15 57.752| 5.04|
|HIP 75973 |15 30 55.7508|+40 49 59.045| 5.04|
|HIP 37606 |07 42 57.1610|-45 10 18.382| 5.04|
|HIP 8241  |01 46 06.1389|-53 31 19.850| 5.04|
|HIP 65810 |13 29 25.2555|-51 09 54.414| 5.04|
|HIP 28991 |06 07 03.3628|-62 09 15.881| 5.04|
|HIP 28325 |05 59 04.3076|-09 33 29.302| 5.04|
|HIP 15219 |03 16 12.2047|+50 56 15.758| 5.04|
|HIP 31765 |06 38 37.6325|-48 13 12.833| 5.05|
|HIP 17851 |03 49 11.2041|+24 08 12.572| 5.05|
|HIP 88745 |18 07 01.6076|+30 33 42.725| 5.05|
|HIP 42430 |08 39 08.0699|-22 39 46.461| 5.05|
|HIP 15444 |03 19 07.6185|+50 05 42.099| 5.05|
|HIP 23649 |05 04 57.9525|-49 34 40.189| 5.05|
|HIP 115227|23 20 20.5371|+05 22 53.226| 5.05|
|HIP 109556|22 11 30.5843|+59 24 52.252| 5.05|
|HIP 114347|23 09 31.4548|+08 40 37.818| 5.05|
|HIP 24879 |05 20 00.9210|+33 57 29.026| 5.05|
|HIP 117371|23 47 54.7477|+67 48 24.525| 5.05|
|HIP 37391 |07 40 31.0915|+87 01 12.563| 5.05|
|HIP 101868|20 38 31.9083|+24 06 57.519| 5.06|
|HIP 36817 |07 34 18.6738|-23 28 25.187| 5.06|
|HIP 53838 |11 00 50.4802|+39 12 43.675| 5.06|
|HIP 102843|20 50 04.8316|+44 03 32.336| 5.06|
|HIP 84033 |17 10 42.3505|-44 33 27.184| 5.06|
|HIP 96950 |19 42 31.0926|-16 07 26.306| 5.06|
|HIP 29134 |06 08 44.3441|-68 50 36.446| 5.06|
|HIP 24505 |05 15 24.3654|-26 56 36.374| 5.06|
|HIP 30772 |06 27 57.5720|-04 45 43.728| 5.06|
|HIP 117718|23 52 29.2922|+19 07 13.332| 5.06|
|HIP 98571 |20 01 21.5485|+50 06 16.848| 5.06|
|HIP 29417 |06 11 51.8162|-06 33 01.018| 5.06|
|HIP 102950|20 51 30.0499|-51 36 29.401| 5.06|
